nomor_laporan,tanggal_kejadian,tanggal_laporan,jenis_kejahatan,sub_jenis,modus_operandi,platform,provinsi,kota_kabupaten,latitude,longitude,usia_korban,jenis_kelamin_korban,pekerjaan_korban,pendidikan_korban,estimasi_kerugian,jumlah_korban,tingkat_keparahan,status_kasus,tersangka_teridentifikasi,sumber_data,keterangan
LP/2023/0965/SBR,2023-12-28,2024-01-19,Hoaks/Disinformasi,Hoaks Politik,Akun Buzzer,Telegram,Banten,,-6.103029,106.171073,37,P,Karyawan Swasta,S1,661729,90,rendah,p21,0,Inisiatif Polri,
LP/2023/0966/SBR,2023-08-13,2023-09-07,Penipuan Online,Investasi Bodong,Social Engineering,Twitter/X,Riau,,0.516132,101.466316,43,L,Profesional,S1,41175293,8,sedang,baru,0,Laporan Masyarakat,
LP/2023/0967/SBR,2023-01-16,2023-01-31,Penipuan Online,Jual-Beli Fiktif,Fake Marketplace,TikTok,Jawa Tengah,,-6.998398,110.440397,49,P,Pensiunan,S1,38820362,5,rendah,dalam_penyelidikan,0,Inisiatif Polri,
LP/2023/0968/SBR,2023-12-27,2024-01-25,Pencurian Data,Data Pemerintah,Phishing,WhatsApp,DKI Jakarta,,-6.237366,106.800698,46,P,Profesional,SMA,80897487,11,kritis,baru,0,Patroli Siber,
LP/2023/0969/SBR,2023-11-26,2023-12-17,Pencemaran Nama,Fitnah,Akun Anonim,Telegram,Sulawesi Selatan,,-5.160762,119.452882,56,P,Pensiunan,TD,1316529,2,rendah,dihentikan,0,Laporan Masyarakat,
LP/2023/0970/SBR,2023-12-27,2024-01-13,Pemerasan Siber,Ransomware,Ransomware,Marketplace,Sulawesi Utara,,1.517608,124.881516,36,P,PNS,SMP,320394777,5,kritis,dalam_penyelidikan,0,Aduan BSSN,
LP/2023/0971/SBR,2023-04-19,2023-05-03,Akses Ilegal,Defacement,SQL Injection,WhatsApp,Sumatera Selatan,,-2.959713,104.73265,19,L,IRT,TD,73027985,6,sedang,p21,0,Patroli Siber,
LP/2023/0972/SBR,2023-02-10,2023-03-01,Hoaks/Disinformasi,SARA,Forward Massal,Facebook,Jawa Timur,,-7.25641,112.752068,54,L,PNS,S3,422816,12,sedang,dalam_penyelidikan,0,Aduan Konten Kominfo,
LP/2023/0973/SBR,2023-11-28,2023-12-13,Pencemaran Nama,Fitnah,Bot Spam,Telegram,Jawa Timur,,-7.236162,112.727965,22,P,Petani,SMP,1393732,1,rendah,dalam_penyelidikan,1,Inisiatif Polri,
LP/2023/0974/SBR,2023-05-22,2023-06-19,Konten Asusila,Sextortion,Sextortion,Website,DKI Jakarta,,-6.248099,106.888701,54,P,Tidak Bekerja,S3,4640673,3,sedang,baru,0,Inisiatif Polri,
LP/2023/0975/SBR,2023-05-27,2023-06-15,Peretasan Akun,Social Engineering,Social Engineering,SMS,Bali,,-8.416569,115.165464,49,L,Wiraswasta,TD,13627022,2,sedang,baru,0,Laporan Masyarakat,
LP/2023/0976/SBR,2023-06-19,2023-07-13,Pencurian Data,Data Pemerintah,Phishing,WhatsApp,DKI Jakarta,,-6.208547,106.852987,31,L,Petani,D3,75272241,41,tinggi,p21,0,Patroli Siber,
LP/2023/0977/SBR,2023-03-25,2023-04-10,Penyebaran Malware,Spyware,Email Lampiran,SMS,Jawa Timur,,-7.224198,112.711018,21,L,Wiraswasta,D3,61750285,20,tinggi,dalam_penyelidikan,0,Inisiatif Polri,
LP/2023/0978/SBR,2023-04-23,2023-05-06,Konten Asusila,Sextortion,Sextortion,WhatsApp,DKI Jakarta,,-6.224627,106.893701,19,P,IRT,SMP,905638,1,sedang,dalam_penyelidikan,0,Kerjasama Antar Lembaga,
LP/2023/0979/SBR,2023-05-25,2023-06-03,Penipuan Online,Investasi Bodong,Modus Skema Ponzi,Website,DKI Jakarta,,-6.193771,106.882904,61,L,Karyawan Swasta,S3,33758613,3,rendah,dalam_penyelidikan,1,Kerjasama Antar Lembaga,
LP/2023/0980/SBR,2023-12-03,2023-12-27,Akses Ilegal,Defacement,Brute Force,TikTok,Kalimantan Timur,,0.503273,117.158715,23,L,Buruh,S1,74227788,3,tinggi,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2023/0981/SBR,2023-10-06,2023-11-04,Judi Online,Sportsbook,Telegram,TikTok,Sumatera Barat,,-0.935453,100.42104,32,P,Pensiunan,S3,14237882,3,rendah,p21,0,Aduan BSSN,
LP/2023/0982/SBR,2023-05-23,2023-06-20,Peretasan Akun,Sim Swap,Social Engineering,Telepon,Jawa Timur,,-7.30257,112.714512,25,P,Tidak Bekerja,SMA,4029826,2,sedang,baru,0,Aduan Konten Kominfo,
LP/2023/0983/SBR,2023-07-23,2023-07-24,Penyebaran Malware,Trojan,Software Bajakan,Telepon,Jawa Barat,,-6.89188,107.582507,55,P,Profesional,S3,49145459,4,sedang,baru,1,Aduan Konten Kominfo,
LP/2023/0984/SBR,2023-02-17,2023-03-07,Pemerasan Siber,Ransomware,Sextortion Bisnis,Twitter/X,Sulawesi Selatan,,-5.196932,119.385177,58,P,Pelajar,SMA,189535619,3,tinggi,dalam_penyelidikan,0,Aduan BSSN,
LP/2023/0985/SBR,2023-07-13,2023-08-03,Penipuan Online,Skema Ponzi,Phishing,Website,Jawa Barat,,-6.885782,107.586013,17,P,Pelajar,S2,18885929,7,sedang,dalam_penyelidikan,0,Aduan Konten Kominfo,
LP/2023/0986/SBR,2023-10-15,2023-11-09,Penipuan Online,Jual-Beli Fiktif,Telepon Penipuan,SMS,Kalimantan Timur,,0.459989,117.116686,40,L,Petani,S3,21204520,6,tinggi,selesai,0,Patroli Siber,
LP/2023/0987/SBR,2023-05-02,2023-05-05,Judi Online,Live Casino,Web Ilegal,Telegram,Jawa Timur,,-7.214965,112.703016,60,L,PNS,SMP,14304009,3,rendah,baru,1,Aduan Konten Kominfo,
LP/2023/0988/SBR,2023-12-22,2024-01-06,Pencurian Data,Data Korporat,SQL Injection,TikTok,Lampung,,-5.497225,105.224607,34,P,Wiraswasta,SMP,93380419,26,sedang,dalam_penyelidikan,0,Inisiatif Polri,
LP/2023/0989/SBR,2023-09-21,2023-10-03,Judi Online,Live Casino,Aplikasi Pihak Ketiga,Instagram,Jawa Barat,,-6.917241,107.611427,42,P,Buruh,SMA,3012212,1,sedang,baru,1,Inisiatif Polri,
LP/2023/0990/SBR,2023-08-26,2023-09-23,Konten Asusila,Sextortion,Sextortion,Email,Kalimantan Selatan,,-3.284126,114.604659,44,L,Wiraswasta,SMA,114252,2,sedang,baru,0,Patroli Siber,
LP/2023/0991/SBR,2023-06-08,2023-06-21,Pencemaran Nama,Fitnah,Akun Anonim,Twitter/X,Lampung,,-5.444589,105.31407,57,L,Pelajar,SMA,725025,2,sedang,dalam_penyelidikan,1,Inisiatif Polri,
LP/2023/0992/SBR,2023-06-09,2023-06-20,Pencemaran Nama,Fitnah,Bot Spam,Email,Jawa Barat,,-6.93415,107.596543,58,L,PNS,D3,1671253,2,rendah,selesai,1,Patroli Siber,
LP/2023/0993/SBR,2023-12-15,2023-12-24,Pemerasan Siber,Sextortion Bisnis,DDoS Threat,SMS,DKI Jakarta,,-6.185456,106.893929,45,L,Petani,D3,463256883,5,tinggi,baru,1,Kerjasama Antar Lembaga,
LP/2023/0994/SBR,2023-03-01,2023-03-07,Pencemaran Nama,Doxing,Bot Spam,Website,DKI Jakarta,,-6.187378,106.861105,20,P,Wiraswasta,S3,1819509,2,rendah,dihentikan,0,Aduan BSSN,
LP/2023/0995/SBR,2023-01-13,2023-02-01,Penipuan Online,Jual-Beli Fiktif,Fake Marketplace,SMS,Sulawesi Selatan,,-5.108321,119.415802,31,P,Karyawan Swasta,SD,15904464,6,sedang,selesai,0,Kerjasama Antar Lembaga,
LP/2023/0996/SBR,2023-12-28,2024-01-09,Judi Online,Live Casino,Aplikasi Pihak Ketiga,TikTok,Jawa Tengah,,-6.982166,110.383925,33,L,Tidak Bekerja,S2,15782122,2,rendah,dalam_penyelidikan,0,Inisiatif Polri,
LP/2023/0997/SBR,2023-06-23,2023-06-25,Penipuan Online,Investasi Bodong,Phishing,Telepon,Banten,,-6.101176,106.175865,63,P,Mahasiswa,SMP,32384188,4,sedang,baru,0,Inisiatif Polri,
LP/2023/0998/SBR,2023-09-24,2023-10-06,Akses Ilegal,Brute Force,Brute Force,Email,Jawa Barat,,-6.865379,107.59125,54,P,Buruh,SMP,88496702,10,tinggi,dalam_penyelidikan,0,Patroli Siber,
LP/2023/0999/SBR,2023-02-28,2023-03-23,Penipuan Online,Jual-Beli Fiktif,Fake Marketplace,Facebook,Jawa Barat,,-6.874244,107.642964,58,L,Buruh,SMA,40645687,7,sedang,dalam_penyelidikan,1,Laporan Masyarakat,
LP/2023/1000/SBR,2023-11-22,2023-12-09,Penipuan Online,Jual-Beli Fiktif,Telepon Penipuan,Telegram,DKI Jakarta,,-6.160459,106.847308,49,P,Pensiunan,D3,34052363,1,sedang,baru,1,Laporan Masyarakat,
LP/2023/1001/SBR,2023-01-01,2023-01-03,Penipuan Online,Skema Ponzi,Phishing,WhatsApp,Jawa Barat,,-6.873696,107.610592,57,P,Profesional,TD,46916850,7,sedang,p21,1,Inisiatif Polri,
LP/2023/1002/SBR,2023-06-13,2023-07-08,Penipuan Online,Jual-Beli Fiktif,Telepon Penipuan,Email,Jawa Barat,,-6.871844,107.624788,58,P,Pensiunan,SD,6737129,5,rendah,selesai,1,Inisiatif Polri,
LP/2023/1003/SBR,2023-05-14,2023-06-10,Konten Asusila,Penyebaran Konten,Penyebaran Massal,WhatsApp,Jawa Barat,,-6.944844,107.637109,18,L,Petani,SMA,4938386,2,tinggi,baru,0,Aduan BSSN,
LP/2023/1004/SBR,2023-10-13,2023-10-27,Pemerasan Siber,Ransomware,Sextortion Bisnis,TikTok,Sulawesi Utara,,1.522044,124.858944,44,L,Wiraswasta,SD,497799274,1,tinggi,dihentikan,0,Aduan BSSN,
LP/2023/1005/SBR,2023-02-23,2023-03-21,Penipuan Online,Skema Ponzi,Telepon Penipuan,Website,DKI Jakarta,,-6.248743,106.857012,54,L,Pensiunan,TD,15585767,5,rendah,baru,0,Aduan BSSN,
LP/2023/1006/SBR,2023-07-14,2023-07-31,Judi Online,Sportsbook,Telegram,SMS,Sumatera Selatan,,-2.98444,104.747226,41,P,Karyawan Swasta,D3,7788131,2,rendah,dalam_penyelidikan,0,Inisiatif Polri,
LP/2023/1007/SBR,2023-08-17,2023-09-07,Peretasan Akun,Social Engineering,Phishing,Website,Banten,,-6.166737,106.180585,44,L,Buruh,SMP,23159744,3,sedang,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2023/1008/SBR,2023-01-03,2023-01-07,Pencemaran Nama,Fitnah,Manipulasi Foto,SMS,Jawa Barat,,-6.908793,107.647068,41,L,Wiraswasta,SD,905157,2,rendah,selesai,0,Inisiatif Polri,
LP/2023/1009/SBR,2023-02-26,2023-03-12,Pencurian Data,Data Pribadi,Credential Stuffing,Twitter/X,DKI Jakarta,,-6.213108,106.866207,59,P,Buruh,S1,106960743,22,tinggi,dalam_penyelidikan,1,Laporan Masyarakat,
LP/2023/1010/SBR,2023-11-18,2023-11-22,Penipuan Online,Skema Ponzi,Social Engineering,TikTok,Sulawesi Selatan,,-5.171073,119.398972,55,P,IRT,SMP,19312687,2,sedang,dalam_penyelidikan,0,Aduan BSSN,
LP/2023/1011/SBR,2023-03-04,2023-03-30,Pencemaran Nama,Hate Speech,Bot Spam,WhatsApp,Jawa Timur,,-7.275604,112.78005,25,L,Pensiunan,SMA,1160882,2,rendah,baru,0,Aduan Konten Kominfo,
LP/2023/1012/SBR,2023-01-24,2023-01-25,Hoaks/Disinformasi,SARA,Akun Buzzer,TikTok,Bali,,-8.431989,115.144184,27,L,PNS,S1,66447,81,rendah,selesai,0,Patroli Siber,
LP/2023/1013/SBR,2023-10-11,2023-11-08,Akses Ilegal,XSS,SQL Injection,Facebook,Kalimantan Timur,,0.525985,117.175308,32,L,Petani,SMP,42580770,1,sedang,dalam_penyelidikan,0,Aduan BSSN,
LP/2023/1014/SBR,2023-06-18,2023-07-08,Penipuan Online,Penipuan Pinjol Ilegal,Phishing,SMS,DKI Jakarta,,-6.241,106.841982,23,TD,Tidak Bekerja,SMP,47342990,1,rendah,dalam_penyelidikan,0,Kerjasama Antar Lembaga,
LP/2023/1015/SBR,2023-04-27,2023-05-24,Peretasan Akun,Phishing,Sim Swap,WhatsApp,Sumatera Selatan,,-3.037617,104.713788,44,P,Tidak Bekerja,SD,15783710,1,tinggi,baru,0,Kerjasama Antar Lembaga,
LP/2023/1016/SBR,2023-09-19,2023-10-14,Hoaks/Disinformasi,SARA,Akun Buzzer,Telegram,Sulawesi Selatan,,-5.116627,119.396785,53,P,Petani,D3,327426,72,rendah,selesai,0,Patroli Siber,
LP/2023/1017/SBR,2023-08-25,2023-08-28,Konten Asusila,Sextortion,Pemerasan,Marketplace,Jawa Barat,,-6.87213,107.65754,29,P,Profesional,SMP,3468014,3,sedang,baru,0,Laporan Masyarakat,
LP/2023/1018/SBR,2023-03-12,2023-04-05,Penipuan Online,Jual-Beli Fiktif,Phishing,Twitter/X,Jawa Timur,,-7.21826,112.723434,63,L,Pelajar,D3,38180307,7,rendah,dalam_penyelidikan,0,Aduan Konten Kominfo,
LP/2023/1019/SBR,2023-05-18,2023-05-31,Akses Ilegal,Brute Force,Exploit Vulnerability,Email,Jawa Timur,,-7.214405,112.752438,52,L,PNS,S2,10223457,7,sedang,selesai,0,Kerjasama Antar Lembaga,
LP/2023/1020/SBR,2023-03-18,2023-03-19,Pemerasan Siber,Sextortion Bisnis,Sextortion Bisnis,WhatsApp,Jawa Barat,,-6.925353,107.604699,38,L,IRT,S3,227622841,3,sedang,baru,0,Kerjasama Antar Lembaga,
LP/2023/1021/SBR,2023-09-11,2023-10-09,Hoaks/Disinformasi,Hoaks Kesehatan,Manipulasi Foto,Email,Sumatera Utara,,3.618262,98.688808,55,L,Mahasiswa,SMP,802852,42,rendah,dihentikan,0,Aduan Konten Kominfo,
LP/2023/1022/SBR,2023-02-20,2023-03-13,Judi Online,Sportsbook,Telegram,Twitter/X,Kalimantan Selatan,,-3.301202,114.546198,61,L,Tidak Bekerja,SD,1640775,1,rendah,dalam_penyelidikan,0,Patroli Siber,
LP/2023/1023/SBR,2023-05-23,2023-06-22,Penipuan Online,Investasi Bodong,Social Engineering,Facebook,Kalimantan Timur,,0.500874,117.134975,53,L,Karyawan Swasta,SD,6080627,3,tinggi,baru,0,Kerjasama Antar Lembaga,
LP/2023/1024/SBR,2023-02-11,2023-02-17,Peretasan Akun,Social Engineering,Social Engineering,Twitter/X,DKI Jakarta,,-6.195428,106.857364,19,L,Karyawan Swasta,TD,7143574,2,tinggi,baru,0,Patroli Siber,
LP/2023/1025/SBR,2023-09-02,2023-10-01,Hoaks/Disinformasi,SARA,Akun Buzzer,Telepon,Jawa Tengah,,-7.013895,110.38976,65,P,Karyawan Swasta,SD,371054,91,rendah,dihentikan,1,Kerjasama Antar Lembaga,
LP/2023/1026/SBR,2023-12-01,2023-12-07,Konten Asusila,Pornografi Anak,Penyebaran Massal,WhatsApp,Sulawesi Utara,,1.512629,124.834941,49,P,Pelajar,SMP,4856821,1,sedang,baru,1,Inisiatif Polri,
LP/2023/1027/SBR,2023-11-11,2023-12-09,Peretasan Akun,Social Engineering,Social Engineering,Website,Sulawesi Utara,,1.500797,124.816463,40,P,IRT,SMA,21648512,3,tinggi,baru,0,Laporan Masyarakat,
LP/2023/1028/SBR,2023-10-19,2023-10-19,Penipuan Online,Skema Ponzi,Telepon Penipuan,WhatsApp,Sulawesi Utara,,1.432169,124.830786,45,L,Karyawan Swasta,D3,43726518,1,sedang,dihentikan,0,Kerjasama Antar Lembaga,
LP/2023/1029/SBR,2023-04-22,2023-04-28,Pencemaran Nama,Fitnah,Bot Spam,Telegram,Bali,,-8.457449,115.178163,46,L,PNS,S2,1195955,2,rendah,dalam_penyelidikan,1,Kerjasama Antar Lembaga,
LP/2023/1030/SBR,2023-08-07,2023-08-19,Penipuan Online,Skema Ponzi,Social Engineering,Email,DKI Jakarta,,-6.248223,106.849324,28,P,Tidak Bekerja,SMA,21512027,5,rendah,p21,0,Patroli Siber,
LP/2023/1031/SBR,2023-06-28,2023-07-01,Penipuan Online,Investasi Bodong,Telepon Penipuan,WhatsApp,Jawa Barat,,-6.900385,107.649035,60,L,Mahasiswa,SD,5180441,1,sedang,p21,0,Inisiatif Polri,
LP/2023/1032/SBR,2023-04-01,2023-04-05,Peretasan Akun,Sim Swap,Sim Swap,Facebook,Jawa Tengah,,-6.955073,110.36735,60,L,Buruh,S2,4914066,1,sedang,selesai,0,Inisiatif Polri,
LP/2023/1033/SBR,2023-06-28,2023-07-16,Judi Online,Live Casino,Telegram,SMS,Banten,,-6.092693,106.131468,42,L,Mahasiswa,S3,29880425,1,rendah,p21,0,Laporan Masyarakat,
LP/2023/1034/SBR,2023-06-12,2023-06-28,Peretasan Akun,Sim Swap,Phishing,SMS,DKI Jakarta,,-6.246192,106.886333,24,L,IRT,SMA,7259197,1,sedang,baru,0,Laporan Masyarakat,
LP/2023/1035/SBR,2023-03-04,2023-03-24,Penipuan Online,Investasi Bodong,Telepon Penipuan,SMS,Jawa Tengah,,-6.925714,110.438979,60,L,Wiraswasta,S3,41301814,3,rendah,baru,1,Aduan Konten Kominfo,
LP/2023/1036/SBR,2023-09-18,2023-09-20,Penipuan Online,Skema Ponzi,Modus Skema Ponzi,Facebook,Jawa Timur,,-7.237102,112.71152,52,P,Karyawan Swasta,S2,49511618,6,sedang,dihentikan,0,Kerjasama Antar Lembaga,
LP/2023/1037/SBR,2023-09-13,2023-10-02,Konten Asusila,Pornografi Anak,Penyebaran Massal,Marketplace,Jawa Barat,,-6.937089,107.655944,36,P,Tidak Bekerja,SMP,1296654,3,tinggi,dihentikan,1,Kerjasama Antar Lembaga,
LP/2023/1038/SBR,2023-01-06,2023-01-23,Judi Online,Slot Online,Telegram,Telegram,DKI Jakarta,,-6.245273,106.890151,20,L,Pelajar,S1,8172308,3,rendah,dalam_penyelidikan,1,Patroli Siber,
LP/2023/1039/SBR,2023-09-24,2023-09-27,Pencemaran Nama,Hate Speech,Manipulasi Foto,SMS,Kalimantan Selatan,,-3.298346,114.61091,60,L,Tidak Bekerja,SD,138493,2,sedang,baru,0,Laporan Masyarakat,
LP/2023/1040/SBR,2023-03-08,2023-04-04,Penipuan Online,Skema Ponzi,Fake Marketplace,Facebook,Bali,,-8.389955,115.149224,40,P,Karyawan Swasta,SMA,9304719,3,sedang,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2023/1041/SBR,2023-01-22,2023-02-17,Pencurian Data,Data Pemerintah,Phishing,Twitter/X,Jawa Timur,,-7.261808,112.737686,54,L,Profesional,D3,25419234,23,tinggi,baru,1,Laporan Masyarakat,
LP/2023/1042/SBR,2023-02-14,2023-03-07,Konten Asusila,Sextortion,Penyebaran Massal,Facebook,Papua,,-2.525496,140.763679,30,L,Karyawan Swasta,S1,620987,2,sedang,baru,0,Inisiatif Polri,
LP/2023/1043/SBR,2023-07-13,2023-07-18,Hoaks/Disinformasi,Hoaks Politik,Forward Massal,TikTok,DKI Jakarta,,-6.210115,106.845709,40,L,IRT,S3,158162,73,rendah,selesai,0,Aduan Konten Kominfo,
LP/2023/1044/SBR,2023-01-13,2023-01-20,Pemerasan Siber,Ransomware,DDoS Threat,Marketplace,Lampung,,-5.419582,105.252905,20,L,Pelajar,S1,426038457,4,kritis,dalam_penyelidikan,1,Aduan Konten Kominfo,
LP/2023/1045/SBR,2023-05-20,2023-06-13,Pencurian Data,Data Korporat,Insider Threat,WhatsApp,Jawa Barat,,-6.93447,107.620252,27,L,PNS,SMA,60617400,46,tinggi,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2023/1046/SBR,2023-05-07,2023-06-01,Penipuan Online,Penipuan Pinjol Ilegal,Telepon Penipuan,Website,Sulawesi Utara,,1.451456,124.807231,60,P,Profesional,SD,28077425,3,tinggi,dalam_penyelidikan,0,Inisiatif Polri,
LP/2023/1047/SBR,2023-12-20,2024-01-18,Pemerasan Siber,Sextortion Bisnis,DDoS Threat,Instagram,Sumatera Utara,,3.611002,98.679289,41,L,Mahasiswa,S2,268809205,2,tinggi,selesai,0,Kerjasama Antar Lembaga,
LP/2023/1048/SBR,2023-08-06,2023-09-03,Pemerasan Siber,Ransomware,Ransomware,Telegram,Nusa Tenggara Barat,,-8.607226,116.086931,19,P,Mahasiswa,SMP,246297881,1,tinggi,baru,0,Kerjasama Antar Lembaga,
LP/2023/1049/SBR,2023-06-24,2023-07-02,Akses Ilegal,XSS,Exploit Vulnerability,Twitter/X,Jawa Timur,,-7.274417,112.747453,54,P,Pelajar,S2,54633035,8,tinggi,dihentikan,0,Patroli Siber,
LP/2023/1050/SBR,2023-05-13,2023-05-25,Pencurian Data,Data Pribadi,Credential Stuffing,Telegram,Banten,,-6.079206,106.112947,28,L,IRT,SD,169624401,50,tinggi,dalam_penyelidikan,0,Inisiatif Polri,
LP/2023/1051/SBR,2023-10-10,2023-10-26,Penipuan Online,Skema Ponzi,Telepon Penipuan,Facebook,Sumatera Barat,,-0.96479,100.461195,53,L,Pelajar,TD,6374599,6,rendah,baru,0,Patroli Siber,
LP/2023/1052/SBR,2023-05-05,2023-05-12,Penipuan Online,Skema Ponzi,Phishing,Email,Lampung,,-5.494736,105.28347,33,P,Pensiunan,D3,25192218,2,rendah,baru,0,Aduan Konten Kominfo,
LP/2023/1053/SBR,2023-06-10,2023-06-16,Judi Online,Sportsbook,Aplikasi Pihak Ketiga,Telepon,Jawa Barat,,-6.887668,107.582401,60,P,Karyawan Swasta,SMP,25105313,1,rendah,dalam_penyelidikan,0,Aduan BSSN,
LP/2023/1054/SBR,2023-02-03,2023-02-14,Peretasan Akun,Social Engineering,Social Engineering,Website,DKI Jakarta,,-6.243158,106.831875,59,L,PNS,S3,19420805,2,sedang,selesai,0,Aduan Konten Kominfo,
LP/2023/1055/SBR,2023-11-22,2023-12-07,Penipuan Online,Jual-Beli Fiktif,Phishing,Marketplace,Sumatera Barat,,-0.956008,100.401344,64,P,Mahasiswa,TD,3762123,2,sedang,dalam_penyelidikan,1,Aduan Konten Kominfo,
LP/2023/1056/SBR,2023-04-07,2023-04-21,Pencurian Data,Data Pribadi,SQL Injection,Telepon,Jawa Timur,,-7.237473,112.783629,45,P,Wiraswasta,SD,10914102,8,tinggi,dihentikan,0,Kerjasama Antar Lembaga,
LP/2023/1057/SBR,2023-01-01,2023-01-30,Akses Ilegal,Brute Force,SQL Injection,Instagram,Nusa Tenggara Barat,,-8.602381,116.098679,59,P,Mahasiswa,SMP,25398821,8,tinggi,dalam_penyelidikan,0,Patroli Siber,
LP/2023/1058/SBR,2023-02-25,2023-03-26,Pemerasan Siber,Ransomware,Sextortion Bisnis,Facebook,Bali,,-8.368657,115.158746,29,L,IRT,S2,166832064,4,tinggi,p21,0,Aduan Konten Kominfo,
LP/2023/1059/SBR,2023-10-21,2023-10-26,Penipuan Online,Penipuan Pinjol Ilegal,Social Engineering,Website,Bali,,-8.362864,115.174125,59,P,Mahasiswa,SMA,39128766,8,sedang,baru,0,Aduan Konten Kominfo,
LP/2023/1060/SBR,2023-09-20,2023-10-09,Penipuan Online,Skema Ponzi,Social Engineering,Website,Sumatera Utara,,3.56775,98.644864,44,L,IRT,SD,12197500,1,rendah,dalam_penyelidikan,1,Laporan Masyarakat,
LP/2023/1061/SBR,2023-09-06,2023-09-18,Akses Ilegal,Defacement,SQL Injection,Telegram,Jawa Tengah,,-6.978587,110.376567,48,L,Petani,SMP,86488185,8,tinggi,dalam_penyelidikan,0,Inisiatif Polri,
LP/2023/1062/SBR,2023-11-18,2023-12-08,Penipuan Online,Skema Ponzi,Modus Skema Ponzi,Email,Sulawesi Utara,,1.478213,124.817927,42,L,IRT,TD,12773204,2,tinggi,selesai,1,Patroli Siber,
LP/2023/1063/SBR,2023-12-05,2023-12-09,Pemerasan Siber,Ransomware,DDoS Threat,Email,Sulawesi Utara,,1.450176,124.807497,52,TD,Pensiunan,SMA,136643351,5,sedang,p21,0,Kerjasama Antar Lembaga,
LP/2023/1064/SBR,2023-12-12,2023-12-24,Konten Asusila,Sextortion,Sextortion,Telegram,Jawa Barat,,-6.927541,107.564731,41,L,Tidak Bekerja,TD,479492,2,sedang,selesai,1,Kerjasama Antar Lembaga,
LP/2023/1065/SBR,2023-07-22,2023-08-16,Penipuan Online,Jual-Beli Fiktif,Phishing,Twitter/X,DKI Jakarta,,-6.1919,106.818512,52,P,Wiraswasta,S2,33502549,5,rendah,baru,0,Laporan Masyarakat,
LP/2023/1066/SBR,2023-07-22,2023-07-23,Penipuan Online,Jual-Beli Fiktif,Telepon Penipuan,Twitter/X,Jawa Timur,,-7.241815,112.740712,37,P,Buruh,SD,34639485,5,sedang,dalam_penyelidikan,1,Laporan Masyarakat,
LP/2023/1067/SBR,2023-11-03,2023-11-14,Judi Online,Sportsbook,Aplikasi Pihak Ketiga,Instagram,Kalimantan Selatan,,-3.312777,114.632631,38,L,Pelajar,SD,3901718,2,sedang,dalam_penyelidikan,0,Inisiatif Polri,
LP/2023/1068/SBR,2023-04-19,2023-04-29,Pencemaran Nama,Doxing,Akun Anonim,Twitter/X,Sumatera Utara,,3.625543,98.70332,18,L,Petani,SMA,945520,2,rendah,p21,1,Kerjasama Antar Lembaga,
LP/2023/1069/SBR,2023-11-03,2023-11-07,Akses Ilegal,Brute Force,Default Credentials,SMS,DKI Jakarta,,-6.218447,106.848798,58,L,Karyawan Swasta,TD,46269401,2,tinggi,baru,1,Aduan Konten Kominfo,
LP/2023/1070/SBR,2023-10-25,2023-10-30,Peretasan Akun,Social Engineering,Phishing,Twitter/X,Jawa Barat,,-6.868786,107.629345,50,P,Buruh,S3,5424205,2,sedang,dalam_penyelidikan,0,Patroli Siber,
LP/2023/1071/SBR,2023-12-23,2024-01-01,Pemerasan Siber,Sextortion Bisnis,Sextortion Bisnis,Email,Bali,,-8.440662,115.234281,60,P,Pensiunan,S2,158993009,1,tinggi,baru,1,Laporan Masyarakat,
LP/2023/1072/SBR,2023-06-27,2023-06-27,Penipuan Online,Penipuan Pinjol Ilegal,Fake Marketplace,SMS,Sumatera Utara,,3.609208,98.702154,35,L,Karyawan Swasta,SD,23928069,8,sedang,baru,0,Aduan Konten Kominfo,
LP/2023/1073/SBR,2023-11-25,2023-12-08,Pencurian Data,Data Korporat,Credential Stuffing,Email,Jawa Barat,,-6.876219,107.568703,29,L,IRT,S3,143254529,26,tinggi,p21,1,Aduan BSSN,
LP/2023/1074/SBR,2023-06-11,2023-07-03,Penipuan Online,Skema Ponzi,Fake Marketplace,SMS,Jawa Timur,,-7.264838,112.720747,46,L,Wiraswasta,S2,15303597,8,rendah,baru,0,Patroli Siber,
LP/2023/1075/SBR,2023-06-19,2023-07-03,Penipuan Online,Penipuan Pinjol Ilegal,Phishing,Facebook,DKI Jakarta,,-6.205898,106.841867,60,L,Pelajar,D3,48752336,1,rendah,dihentikan,0,Inisiatif Polri,
LP/2023/1076/SBR,2023-09-27,2023-10-15,Penipuan Online,Penipuan Pinjol Ilegal,Modus Skema Ponzi,Telepon,Banten,,-6.126338,106.130154,38,P,Pelajar,D3,23008258,7,sedang,dalam_penyelidikan,1,Laporan Masyarakat,
LP/2023/1077/SBR,2023-02-13,2023-03-03,Judi Online,Live Casino,Aplikasi Pihak Ketiga,Email,Jawa Barat,,-6.937121,107.604889,31,P,Pelajar,S3,21249449,3,rendah,dalam_penyelidikan,0,Kerjasama Antar Lembaga,
